APPID,TypeOfViolence,VictimType,Gender,Indigenous,AgeAtHappenedTo,Granted
562203,Assault,Primary,M,Aboriginal,30.73,3850
562944,Assault,Primary,M,No,27.23,28972.35
565459,Robbery,Primary,M,No,23.13,4000
566772,Homicide - Other,Related,M,No,45.92,12504.97
567456,Assault,Primary,M,No,27.15,5907.27
567474,Burglary,Primary,M,No,57.51,4813.15
569321,Assault,Primary,M,No,53.23,1420
569405,Sexual Offences,Primary,M,Aboriginal,5.1,10000
572611,Assault,Primary,M,No,22.49,1495
561020,Assault,Not Eligible,F,No,81.85,0
566883,Assault,Not Eligible,F,Unknown,52.55,0
567052,Assault,Primary,M,No,25.47,700
567152,Assault,Primary,M,Unknown,30.11,7309.19
569475,Assault,Primary,M,No,38.21,1614
554417,Homicide - Other,Related,F,No,47.58,10000
557410,Assault,Primary,M,No,46.9,4775.77
558795,Domestic Violence,Primary,M,No,59.73,13813.45
562473,Assault,Primary,M,No,36.46,1219.7
568404,Robbery,Primary,M,No,24.79,2274.7
569392,Domestic Violence,Primary,M,No,47.4,1360
571345,Domestic Violence,Primary,F,No,37.23,2457.99
574038,Homicide - Other,Related,M,Aboriginal,20.38,10000
568386,Sexual Offences,Primary,F,No,39.97,2000
568511,Homicide - Other,Related,M,Unknown,2.56,10000
568686,Sexual Offences,Primary,M,No,16.45,10000
569345,Assault,Primary,M,No,45.53,1450
569570,Sexual Offences,Primary,F,Aboriginal,10.84,10000
571537,Assault,Primary,M,No,41.54,1300
572598,Assault,Primary,M,No,26.71,1300
572705,Assault,Primary,M,No,20.19,23850
574002,Domestic Violence,Primary,M,Aboriginal,33.59,1300
575438,Assault,Primary,M,No,55.97,1300
577360,Assault,Primary,M,No,40.43,7555.6
565660,Sexual Offences,Primary,F,No,11.69,11650
566707,Sexual Offences,Primary,M,No,16.18,10000
568995,Domestic Violence,Yet To Be Determined,F,No,39.12,0
570331,Homicide - Other,Related,M,No,16.73,10000
572773,Assault,Primary,M,No,24.68,21652.11
574200,Assault,Primary,M,Unknown,28.57,1100
574275,Homicide - Other,Not Eligible,F,No,20.29,0
581806,Homicide - MVA,Related,F,No,67.65,10000
584262,Domestic Violence,Primary,F,No,49.13,964.29
585098,Homicide - Other,Related,F,No,61.16,16841.8
587161,Assault,Primary,M,No,22.27,15650
587845,Sexual Offences,Primary,M,No,13.12,20226
592191,Assault,Primary,M,No,19.08,7637.6
577926,Assault,Primary,F,No,93.47,15031.3
580477,Assault,Primary,M,No,51.32,23500
581127,Assault,Primary,M,No,25.15,10066.15
584882,Homicide - Other,Related,M,No,19.15,10000
586643,Assault,Yet To Be Determined,M,No,55.16,0
587820,Assault,Not Eligible,M,No,34.71,0
588124,Assault,Primary,M,No,19.53,5408.5
591014,Motor Vehicle Accident,Not Eligible,M,Aboriginal and Torres Strait,38.6,0
592334,Homicide - DV,Related,F,No,54.04,40546.46
593504,Assault,Primary,F,No,38.72,630
595644,Assault,Primary,F,Aboriginal,27.99,6045.05
598500,Assault,Yet To Be Determined,F,Unknown,33.24,0
598693,Homicide - Other,Related,F,No,26.55,10000
599159,Homicide - DV,Related,M,Aboriginal,41.25,10000
589835,Domestic Violence,Primary,F,Aboriginal and Torres Strait,37.17,1300
589912,Sexual Offences,Primary,F,No,25.52,6018.55
591598,Assault,Primary,F,Aboriginal,32.66,4070
591632,Assault,Primary,M,No,35.34,3143.1
591741,Domestic Violence,Primary,M,No,51.37,5588.22
591789,Assault,Primary,M,Aboriginal,29.75,1760
592452,Sexual Offences,Yet To Be Determined,M,No,2.69,0
593363,Assault,Primary,M,No,19.06,16834.61
594249,Sexual Offences,Parent Secondary,F,No,36.47,0
597132,Assault,Primary,M,No,32.03,3000
598986,Assault,Primary,F,Aboriginal,25.11,8000
601994,Assault,Not Eligible,M,No,27.76,0
602846,Assault,Primary,M,Aboriginal,33.91,3111
603396,Assault,Primary,F,No,56.39,1480
599304,Robbery,Primary,M,No,40.39,6828
600606,Assault,Primary,M,Unknown,14.73,10439.94
600663,Assault,Witness Secondary,F,No,29.4,0
601769,Sexual Offences,Primary,F,No,13.13,13000
601819,Sexual Offences,Yet To Be Determined,F,No,37.33,0
603257,Assault,Primary,F,No,43.27,1990
603748,Domestic Violence,Yet To Be Determined,F,No,58.87,0
604541,Assault,Primary,M,No,40.96,1300
605536,Assault,Primary,M,No,37.47,1300
605577,Domestic Violence,Primary,F,No,41.58,1940.5
606195,Assault,Yet To Be Determined,M,No,27.74,0
608346,Assault,Primary,M,No,19.98,10150
609462,Homicide - MVA,Not Eligible,F,Aboriginal and Torres Strait,46.8,0
610125,Sexual Offences,Primary,F,No,22.96,10000
565746,Homicide - DV,Related,M,No,19.86,10000
566905,Domestic Violence,Primary,F,No,37.36,1300
567509,Assault,Primary,M,No,20.57,3300
568879,Robbery,Primary,M,No,17.85,1500
570181,Robbery,Yet To Be Determined,F,No,51.08,0
572889,Sexual Offences,Not Eligible,F,No,3.05,0
576481,Sexual Offences,Primary,M,No,12.19,13068.4
576656,Assault,Yet To Be Determined,M,No,38.48,0
582792,Assault,Primary,M,No,28.3,0
585032,Assault,Primary,M,No,44.39,1300
586668,Assault,Primary,F,No,34.99,4369.2
591055,Assault,Primary,M,No,32.27,1300
591691,Robbery,Primary,F,No,20.78,0
574086,Domestic Violence,Primary,F,No,27.04,0
575510,Homicide - DV,Related,M,No,14.8,10000
576930,Assault,Primary,M,No,23.7,8029.47
577161,Domestic Violence,Yet To Be Determined,F,No,34.03,0
577566,Assault,Primary,M,No,22.79,3525
570811,Domestic Violence,Not Eligible,F,No,39.12,0
571331,Robbery,Primary,M,No,44.12,8500
574288,Homicide - MVA,Related,F,No,23.52,0
574654,Assault,Primary,F,No,19.63,4602.5
575643,Assault,Primary,M,No,22.91,3898.75
575675,Stalking/Threats,Primary,F,No,15.56,4450
576844,Assault,Primary,M,No,60.73,31.95
577964,Assault,Primary,M,No,39.47,17759.64
540322,Assault,Primary,M,No,36.55,11454.9
542010,Homicide - Other,Related,F,Aboriginal,18.84,4000
542058,Homicide - Other,Related,F,Aboriginal,21.7,4000
545435,Domestic Violence,Primary,M,Aboriginal,6.95,1340
545502,Assault,Primary,M,No,39.95,10964.65
546203,Assault,Primary,M,No,22.16,2511.6
546236,Homicide - DV,Related,F,No,54.81,10881.22
548259,Assault,Primary,F,No,35.05,4527.69
548627,Assault,Primary,M,No,21.82,4465.06
532030,Assault,Primary,M,No,27.64,4066.05
533099,Assault,Yet To Be Determined,M,No,21.05,0
533217,Domestic Violence,Primary,F,No,53.18,35439.56
534185,Sexual Offences,Primary,F,Aboriginal,16.67,10170
578465,Sexual Offences,Primary,F,No,19.86,10000
581156,Domestic Violence,Not Eligible,F,No,50.15,0
581674,Assault,Primary,M,No,48.57,7063.51
584601,Assault,Yet To Be Determined,F,No,29.65,0
584652,Assault,Witness Secondary,F,No,39.36,0
585537,Sexual Offences,Not Eligible,F,No,45.13,0
570680,Motor Vehicle Accident,Not Eligible,F,No,35.3,0
571431,Domestic Violence,Primary,F,Unknown,24.26,2246
573336,Burglary,Primary,M,No,17.96,2000
574255,Assault,Primary,M,No,40.96,14693
574608,Sexual Offences,Primary,F,Unknown,5.91,15156.21
574688,Sexual Offences,Primary,F,No,11.33,5300
576628,Sexual Offences,Primary,F,No,8.08,13157.5
569528,Homicide - Other,Related,F,No,22.24,10000
571452,Homicide - Other,Yet To Be Determined,M,No,35.71,0
572302,Sexual Offences,Primary,F,Aboriginal,34.95,15114.7
572472,Homicide - Other,Related,M,Aboriginal,53.16,10231
574937,Homicide - Other,Related,M,No,9.78,10500
577311,Burglary,Primary,F,No,52.42,9064.2
578431,Assault,Not Eligible,F,Aboriginal,41.9,0
580335,Homicide - Other,Not Eligible,F,No,48.36,0
581764,Sexual Offences,Parent Secondary,F,No,38.52,3000
581871,Assault,Primary,M,No,23.31,11117.43
583493,Assault,Primary,F,No,25.2,6589.05
584870,Homicide - Other,Related,F,No,37.09,16133.6
585174,Robbery,Primary,M,No,30.1,3160
535806,Assault,Yet To Be Determined,F,No,26.46,0
536610,Assault,Primary,F,No,27.3,3000
537614,Homicide - Other,Related,F,No,24.17,10000
539117,Assault,Primary,M,No,36.42,1300
541105,Assault,Primary,F,No,57.99,1355
541391,Assault,Yet To Be Determined,M,No,30.19,0
543328,Assault,Primary,M,No,19.87,9293
543664,Assault,Primary,M,No,25.42,0
545683,Domestic Violence,Primary,F,No,23.13,8772.91
554177,Domestic Violence,Primary,F,Aboriginal,27.74,1390
555997,Homicide - Other,Related,F,No,26.59,10000
556145,Assault,Not Eligible,F,No,55.67,0
556680,Assault,Primary,M,No,20.41,865.9
558453,Assault,Primary,F,Aboriginal,0.38,10000
558570,Robbery,Primary,M,No,35.25,3000
559872,Assault,Primary,M,No,39.78,3503
559959,Assault,Witness Secondary,F,No,40.69,0
560176,Homicide - DV,Related,M,No,20.88,18957.76
560210,Assault,Primary,M,No,22.41,7271
561762,Sexual Offences,Primary,F,No,3,10292.5
563618,Homicide - Other,Related,M,No,1.52,14677.92
563803,Homicide - Other,Related,F,No,60.13,10000
533318,Assault,Not Eligible,M,No,36.5,0
534637,Domestic Violence,Primary,F,No,23.15,3699.92
535708,Assault,Yet To Be Determined,M,No,48.19,0
536661,Domestic Violence,Not Eligible,F,No,40.19,0
592550,Assault,Primary,M,No,45.66,1437.7
595837,Assault,Primary,M,Aboriginal,37.84,1755
596535,Sexual Offences,Primary,F,No,19.76,12333.25
597112,Sexual Offences,Yet To Be Determined,F,No,35.07,0
602828,Sexual Offences,Not Eligible,F,Aboriginal,2.48,0
603173,Robbery,Primary,M,No,19.52,2300
606029,Assault,Primary,M,No,35.73,29629.28
606388,Motor Vehicle Accident,Primary,M,No,63.24,2183.2
607917,Assault,Yet To Be Determined,F,No,36.8,0
609766,Other,Primary,M,No,59.54,801.1
610516,Homicide - DV,Related,M,Aboriginal,2.79,10000
613526,Assault,Primary,F,No,34.94,1300
614153,Sexual Offences,Primary,F,No,10.01,10000
576696,Sexual Offences,Primary,F,No,8.08,13157.5
576729,Assault,Primary,F,No,45.95,510
585086,Sexual Offences,Primary,F,Aboriginal,16.97,12725
585119,Motor Vehicle Accident,Not Eligible,M,Unknown,58.02,0
585768,Domestic Violence,Primary,F,Aboriginal,39.26,1550
586806,Assault,Primary,M,No,32.56,1300
576563,Assault,Primary,M,No,17.61,4121.36
577278,Assault,Primary,M,No,65.47,1020
577449,Burglary,Primary,F,No,29.33,4601.6
581226,Burglary,Primary,M,No,50.75,6000
583279,Assault,Primary,M,No,45.65,6500
583846,Assault,Primary,M,No,40.42,8217
584817,Domestic Violence,Primary,F,No,44.93,21890.73
584849,Domestic Violence,Primary,F,No,41.82,1656.9
585822,Robbery,Primary,M,No,58.98,4250
588745,Assault,Primary,M,Aboriginal,34.28,1300
589932,Domestic Violence,Primary,F,No,21.59,1300
590852,Assault,Primary,M,No,32.04,10000
592388,Sexual Offences,Primary,F,No,21.75,12643.6
593492,Domestic Violence,Primary,F,No,47,3000
585586,Assault,Witness Secondary,M,No,34.09,312.75
585668,Assault,Primary,M,Torres Strait Islander,37.98,4040.3
587626,Homicide - Other,Related,M,No,52.15,21500
588195,Assault,Witness Secondary,F,No,57.82,1069.2
588276,Assault,Primary,F,Unknown,46.98,6673.91
589028,Sexual Offences,Primary,F,Aboriginal,4.5,16516
589949,Sexual Offences,Primary,F,No,21.2,11511.75
593123,Sexual Offences,Primary,F,No,15.15,10000
595732,Sexual Offences,Primary,M,Aboriginal,10.45,3500
596982,Assault,Primary,M,No,30.31,2687.31
598455,Domestic Violence,Primary,M,Aboriginal,52.72,3200
598521,Assault,Primary,M,No,27.69,30690.29
598707,Homicide - Other,Related,F,No,30.66,10000
578100,Sexual Offences,Primary,F,No,47.89,4232.83
585019,Homicide - Other,Related,F,No,40.33,10000
588258,Homicide - MVA,Funeral Only,F,No,41.68,1030.86
589848,Homicide - Other,Related,F,No,53.08,10000
590784,Assault,Yet To Be Determined,M,No,16.88,0
591552,Assault,Primary,F,Unknown,24.81,1819.56
572322,Robbery,Primary,M,No,25.52,3990
574158,Burglary,Primary,M,No,20.74,13800
574810,Homicide - Other,Related,M,No,63.88,16000
575339,Domestic Violence,Not Eligible,F,Unknown,27.69,0
577416,Assault,Primary,F,No,35.79,13082.95
577543,Domestic Violence,Primary,F,No,42.72,8500
581962,Homicide - Other,Related,M,No,47.99,10220.14
583175,Sexual Offences,Yet To Be Determined,F,Unknown,38.85,0
583234,Assault,Primary,M,No,23.39,17650
584079,Assault,Primary,M,No,40.85,45436.16
586683,Assault,Primary,M,No,42.81,3980.09
589091,Assault,Primary,F,No,22.44,1705.4
592469,Assault,Primary,M,No,48.03,19671.24
578636,Assault,Primary,M,No,16.44,21915
580090,Assault,Primary,F,Aboriginal,27.24,8575.4
580410,Homicide - Other,Related,F,No,38.32,18050.88
581821,Assault,Primary,M,No,29.24,2800
584027,Domestic Violence,Primary,M,No,43.44,4540.1
584129,Sexual Offences,Primary,F,No,23.09,12778.65
584302,Assault,Primary,M,No,41.75,5306.45
585722,Assault,Primary,M,No,46.29,5680
588766,Assault,Primary,M,No,61.8,1323.7
589041,Sexual Offences,Parent Secondary,F,Aboriginal,27.79,0
589968,Sexual Offences,Primary,F,No,16.58,3750
594405,Domestic Violence,Not Eligible,F,No,43.33,0
594457,Assault,Primary,M,No,18.32,2810.3
573492,Assault,Primary,F,No,47.85,22800
574635,Sexual Offences,Parent Secondary,F,No,41.04,11883.76
575028,Sexual Offences,Primary,F,No,16.85,10000
575469,Assault,Primary,M,Unknown,35,1310
576782,Assault,Primary,F,No,23.36,2300
582809,Assault,Primary,M,Unknown,33.15,3500
583879,Other,Not Eligible,F,No,37.47,0
584772,Homicide - Other,Related,F,No,23.87,10000
584829,Homicide - Other,Related,M,No,24.83,10000
585656,Assault,Primary,F,No,35.36,16689.91
586819,Homicide - MVA,Related,M,Unknown,52.12,5640.76
587021,Assault,Primary,M,No,30.67,10031
587228,Domestic Violence,Not Eligible,F,No,47.64,0
618615,Domestic Violence,Primary,M,No,42.86,3050
619349,Assault,Primary,F,No,46.27,1719.2
605336,Assault,Primary,M,No,41.46,10380
606429,Motor Vehicle Accident,Primary,F,No,35,2500
608228,Domestic Violence,Primary,F,Aboriginal,31.13,1300
610066,Sexual Offences,Primary,F,No,14.44,18148.44
611036,Homicide - Other,Related,F,Aboriginal,34.12,11940
614135,Homicide - DV,Related,M,Aboriginal,33.62,7560.75
614819,Sexual Offences,Primary,F,No,63.51,17455.61
616098,Motor Vehicle Accident,Not Eligible,M,No,44.08,0
617259,Sexual Offences,Primary,M,No,7.5,5500
620944,Domestic Violence,Witness Secondary,F,Aboriginal,8.92,2032.8
623234,Domestic Violence,Not Eligible,M,Aboriginal and Torres Strait,25.4,0
628107,Assault,Primary,F,No,32.9,1300
631867,Sexual Offences,Primary,F,No,11.88,5818.29
610718,Homicide - DV,Funeral Only,F,No,50.91,4236
610734,Sexual Offences,Parent Secondary,F,No,36.59,2480.54
610818,Sexual Offences,Primary,M,No,4.61,16730.55
611786,Homicide - Other,Related,F,Unknown,48.89,10000
612206,Assault,Primary,M,No,48.32,1535.2
612440,Homicide - MVA,Yet To Be Determined,F,No,57.9,0
613969,Assault,Primary,M,No,25.1,6902.02
614871,Sexual Offences,Primary,F,No,17.58,12532.5
614989,Sexual Offences,Primary,F,No,12.89,6500
615021,Sexual Offences,Parent Secondary,F,No,37.92,3000
617200,Assault,Witness Secondary,F,No,35.68,34.7
539032,Assault,Not Eligible,M,No,34.34,0
540119,Domestic Violence,Not Eligible,F,No,23.05,0
541407,Assault,Yet To Be Determined,M,No,26.72,0
548293,Sexual Offences,Yet To Be Determined,F,No,36.45,0
554193,Homicide - Other,Related,M,No,51.01,16000
554961,Assault,Primary,M,Unknown,42.01,5935.49
556767,Robbery,Primary,F,No,52.93,12756.2
558552,Assault,Primary,M,No,17.5,8546.45
567075,Sexual Offences,Parent Secondary,M,No,40.1,0
570304,Domestic Violence,Primary,F,Aboriginal,35.63,1300
547709,Homicide - DV,Related,M,Unknown,5.24,10000
548358,Assault,Primary,M,Aboriginal,41.02,1300
555862,Assault,Primary,M,No,45.9,0
556615,Domestic Violence,Primary,F,No,0.17,10000
556666,Assault,Primary,M,No,23.03,2255.7
556715,Assault,Primary,M,No,33.18,26677
557918,Homicide - Other,Related,F,No,39.59,10000
558889,Sexual Offences,Not Eligible,F,Aboriginal,15.94,0
560106,Assault,Primary,M,Aboriginal,52.63,3400
565054,Assault,Primary,M,No,25.43,3280
565641,Sexual Offences,Primary,F,No,10.99,10720.41
565774,Homicide - DV,Related,M,No,21.53,10000
566225,Assault,Primary,M,No,42.46,650
520802,Assault,Primary,F,No,33.99,3200
521484,Sexual Offences,Primary,F,Aboriginal,21.12,10000
521554,Assault,Primary,F,Aboriginal,40.33,1400
521584,Assault,Primary,M,No,45.34,2500
522405,Domestic Violence,Primary,F,Aboriginal and Torres Strait,30.96,8084.85
531896,Domestic Violence,Primary,F,No,36.21,6836.5
532481,Assault,Not Eligible,M,Aboriginal,44.25,0
536375,Assault,Primary,F,Aboriginal,29.06,1300
536509,Assault,Primary,M,No,18.23,10.9
537397,Robbery,Primary,F,No,57.02,2500
538781,Assault,Primary,M,No,34.62,15398.59
543346,Homicide - Other,Witness Secondary,M,No,34.86,0
544213,Burglary,Primary,F,No,52.25,4200
564619,Sexual Offences,Primary,F,No,16.37,6179.41
564838,Assault,Primary,M,No,27.24,3680
565424,Sexual Offences,Yet To Be Determined,F,No,11.61,0
592239,Sexual Offences,Yet To Be Determined,M,No,1.32,0
597018,Homicide - Other,Related,M,No,25.42,10000
598289,Homicide - Other,Related,F,No,41.63,10000
598940,Assault,Primary,M,No,57.07,20491.6
599175,Domestic Violence,Primary,F,No,44.8,2610
600258,Domestic Violence,Primary,F,No,39.53,13747.79
600545,Assault,Primary,M,No,35.56,1380
595746,Assault,Primary,F,No,25.16,27740.05
596401,Sexual Offences,Primary,F,No,14.37,10175
600057,Homicide - Other,Related,F,No,30.38,3500
600141,Homicide - Other,Related,F,No,23.93,3500
602232,Assault,Primary,M,No,66.67,3166.35
602516,Assault,Primary,M,No,17.87,6813
602599,Assault,Primary,M,No,38.59,14627.42
603886,Assault,Primary,M,No,47.05,30171.39
605623,Assault,Primary,M,No,21.96,0
609818,Assault,Not Eligible,M,No,24.91,0
610939,Homicide - Other,Related,M,Unknown,38.21,3500
612224,Homicide - Other,Related,F,No,82.59,10000
612309,Homicide - Other,Related,M,No,79.24,10000
602164,Assault,Primary,F,No,25.74,1300
605390,Domestic Violence,Primary,F,Aboriginal,27.87,1300
606224,Assault,Primary,M,No,21.41,8687.1
606259,Domestic Violence,Not Eligible,F,No,30.12,0
607094,Robbery,Primary,F,No,39.96,3500
608049,Assault,Primary,M,Aboriginal,54.56,2800
617713,Assault,Primary,F,Aboriginal,39.08,3550
617745,Homicide - Other,Related,F,No,61.84,10908.85
618449,Assault,Primary,M,No,26.31,1300
594388,Assault,Primary,M,No,55.96,1971.25
596380,Sexual Offences,Primary,F,No,18.76,10030
599872,Homicide - Other,Related,M,No,66.91,9500
601917,Assault,Primary,M,No,35.65,1300
605486,Assault,Not Eligible,M,No,47.85,0
608012,Assault,Primary,M,No,53.12,4363.91
610875,Homicide - Other,Related,F,No,27.55,3500
610970,Homicide - Other,Related,M,Unknown,46.91,3500
611586,Assault,Primary,M,Unknown,22.47,23670.05
612245,Sexual Offences,Primary,F,Unknown,50.72,5660
565758,Sexual Offences,Primary,F,No,41.25,600
567010,Assault,Primary,F,No,62.65,12022.25
570067,Sexual Offences,Primary,M,No,15.94,10517.2
570251,Assault,Primary,M,No,25.62,1300
570852,Burglary,Primary,F,No,49.33,14566.4
576755,Sexual Offences,Primary,F,No,32.85,10087
578659,Assault,Primary,M,Torres Strait Islander,16.13,3075
579930,Assault,Primary,M,No,51.8,3290.33
582637,Sexual Offences,Yet To Be Determined,F,No,8.69,0
582886,Assault,Primary,F,Aboriginal,50.23,1300
570719,Assault,Primary,F,No,34.87,3589.45
572691,Homicide - Other,Related,M,Aboriginal,65.23,10311
572741,Assault,Primary,M,Unknown,40.69,3450
617034,Sexual Offences,Primary,F,No,12.75,3500
617836,Sexual Offences,Primary,F,No,42.16,2225
618422,Homicide - Other,Not Eligible,F,Aboriginal,34.82,0
630211,Assault,Yet To Be Determined,M,No,25.86,0
620855,Assault,Witness Secondary,F,No,4.61,0
621055,Burglary,Primary,F,No,20.35,15687.34
622159,Assault,Not Eligible,F,No,46.62,0
622825,Stalking/Threats,Primary,F,No,11.59,5428.3
624654,Robbery,Primary,M,No,40.96,3400
630445,Domestic Violence,Yet To Be Determined,F,No,5.06,0
632880,Sexual Offences,Primary,F,No,14.96,10000
635336,Sexual Offences,Primary,F,No,6.49,11500
636797,Assault,Not Eligible,M,No,29.06,0
636897,Assault,Parent Secondary,F,No,42.06,0
611339,Assault,Primary,M,No,31.61,11772.58
611656,Domestic Violence,Primary,F,No,53.81,9326.65
611709,Domestic Violence,Primary,F,Aboriginal,7.69,4000
613446,Homicide - Other,Related,M,No,39.87,13601.95
614232,Sexual Offences,Primary,F,No,6.85,12539.35
614280,Sexual Offences,Parent Secondary,M,No,39.75,1330.2
614781,Homicide - Other,Related,F,No,42.35,10000
615065,Assault,Primary,F,No,82.37,12677
587006,Homicide - Other,Related,M,Aboriginal,9.72,10000
589714,Sexual Offences,Primary,M,No,14.43,10000
593289,Assault,Primary,M,No,26.56,3271.47
595695,Assault,Primary,M,No,55.58,3250
596230,Sexual Offences,Primary,F,No,42.82,4652
637515,Assault,Primary,M,No,33.55,23666.45
637992,Homicide - DV,Not Eligible,F,No,14.5,0
638853,Sexual Offences,Not Eligible,F,Aboriginal,16.19,0
640375,Robbery,Not Eligible,M,No,39.15,0
632394,Domestic Violence,Yet To Be Determined,F,No,45.27,0
634518,Assault,Not Eligible,F,No,60.59,0
635997,Domestic Violence,Primary,F,Unknown,49.91,1300
636479,Domestic Violence,Witness Secondary,F,No,12.01,2280
636604,Domestic Violence,Not Eligible,M,No,9.78,0
638994,Assault,Primary,M,No,36.09,5971.83
639062,Domestic Violence,Primary,F,No,48.41,9016
